fiche_id,نوع الشهادة الجامعية,مدة الدراسة,المجال,التخصصات,صيغة حساب مجموع النقاط,التنفيل الجغرافي 7%,تتطلب اجتياز اختبارات مسبقة,لها شروط خاصة,آفاق جامعية,آفاق مهنية
79,الشهادة الوطنية للإجازة,03 سنوات,الآداب واللغات والمراحل التحضيرية الأدبية,ﺍﻟﻠﻐﺔ ﻭﺍﻵﺩﺍﺏ ﻭﺍﳊﻀﺎﺭﺓ ﺍﻹﻧﻘﻠﻴﺰﻳﺔ,FG+ANG,نعم,لا,لا,ماجستير بحث-ماجستير مهني,أستاذ إنقليزية بالتعليم الإعدادي والثانوي أو السلك المشترك بالجامعة أو بالتكوين المهني+السياحة+المؤسسات الاقتصادية الأجنبية+المنظمات الدولية+البعثات الديبلوماسية+الترجمة
80,الشهادة الوطنية للإجازة,03 سنوات,الآداب واللغات والمراحل التحضيرية الأدبية,ﺍﻟﻠﻐﺔ ﻭﺍﻵﺩﺍﺏ ﻭﺍﳊﻀﺎﺭﺓ ﺍﻹﻧﻘﻠﻴﺰﻳﺔ,FG+ANG,نعم,لا,لا,ماجستير بحث-ماجستير مهني,أستاذ إنقليزية بالتعليم الإعدادي والثانوي أو السلك المشترك بالجامعة أو بالتكوين المهني+السياحة+المؤسسات الاقتصادية الأجنبية+المنظمات الدولية+البعثات الديبلوماسية+الترجمة
81,الشهادة الوطنية للإجازة,03 سنوات,الآداب واللغات والمراحل التحضيرية الأدبية,ﺍﻟﻠﻐﺔ ﻭﺍﻵﺩﺍﺏ ﻭﺍﳊﻀﺎﺭﺓ ﺍﻹﻧﻘﻠﻴﺰﻳﺔ,FG+ANG,نعم,لا,لا,ماجستير بحث-ماجستير مهني,أستاذ إنقليزية بالتعليم الإعدادي والثانوي أو السلك المشترك بالجامعة أو بالتكوين المهني+السياحة+المؤسسات الاقتصادية الأجنبية+المنظمات الدولية+البعثات الديبلوماسية+الترجمة
82,الشهادة الوطنية للإجازة,03 سنوات,الآداب واللغات والمراحل التحضيرية الأدبية,ﺍﻟﻠﻐﺔ ﻭﺍﻵﺩﺍﺏ ﻭﺍﳊﻀﺎﺭﺓ ﺍﻹﻧﻘﻠﻴﺰﻳﺔ,FG+ANG,نعم,لا,لا,ماجستير بحث-ماجستير مهني,أستاذ إنقليزية بالتعليم الإعدادي والثانوي أو السلك المشترك بالجامعة أو بالتكوين المهني+السياحة+المؤسسات الاقتصادية الأجنبية+المنظمات الدولية+البعثات الديبلوماسية+الترجمة
83,الشهادة الوطنية للإجازة,03 سنوات,الآداب واللغات والمراحل التحضيرية الأدبية,ﺍﻟﻠﻐﺔ ﻭﺍﻵﺩﺍﺏ ﻭﺍﳊﻀﺎﺭﺓ ﺍﻹﻧﻘﻠﻴﺰﻳﺔ,FG+ANG,نعم,لا,لا,ماجستير بحث-ماجستير مهني,أستاذ إنقليزية بالتعليم الإعدادي والثانوي أو السلك المشترك بالجامعة أو بالتكوين المهني+السياحة+المؤسسات الاقتصادية الأجنبية+المنظمات الدولية+البعثات الديبلوماسية+الترجمة
84,الشهادة الوطنية للإجازة,03 سنوات,الآداب واللغات والمراحل التحضيرية الأدبية,ﺍﻟﻠﻐﺔ ﻭﺍﻵﺩﺍﺏ ﻭﺍﳊﻀﺎﺭﺓ ﺍﻹﻧﻘﻠﻴﺰﻳﺔ,FG+ANG,نعم,لا,لا,ماجستير بحث-ماجستير مهني,أستاذ إنقليزية بالتعليم الإعدادي والثانوي أو السلك المشترك بالجامعة أو بالتكوين المهني+السياحة+المؤسسات الاقتصادية الأجنبية+المنظمات الدولية+البعثات الديبلوماسية+الترجمة
85,الشهادة الوطنية للإجازة,03 سنوات,الآداب واللغات والمراحل التحضيرية الأدبية,ﺍﻟﻠﻐﺔ ﻭﺍﻵﺩﺍﺏ ﻭﺍﳊﻀﺎﺭﺓ ﺍﻹﻧﻘﻠﻴﺰﻳﺔ,FG+ANG,نعم,لا,لا,ماجستير بحث-ماجستير مهني,أستاذ إنقليزية بالتعليم الإعدادي والثانوي أو السلك المشترك بالجامعة أو بالتكوين المهني+السياحة+المؤسسات الاقتصادية الأجنبية+المنظمات الدولية+البعثات الديبلوماسية+الترجمة
86,الشهادة الوطنية للإجازة,03 سنوات,الآداب واللغات والمراحل التحضيرية الأدبية,ﺍﻟﻠﻐﺔ ﻭﺍﻵﺩﺍﺏ ﻭﺍﳊﻀﺎﺭﺓ ﺍﻹﻧﻘﻠﻴﺰﻳﺔ,FG+ANG,نعم,لا,لا,ماجستير بحث-ماجستير مهني,أستاذ إنقليزية بالتعليم الإعدادي والثانوي أو السلك المشترك بالجامعة أو بالتكوين المهني+السياحة+المؤسسات الاقتصادية الأجنبية+المنظمات الدولية+البعثات الديبلوماسية+الترجمة
87,الشهادة الوطنية للإجازة,03 سنوات,الآداب واللغات والمراحل التحضيرية الأدبية,ﺍﻟﻠﻐﺔ ﻭﺍﻵﺩﺍﺏ ﻭﺍﳊﻀﺎﺭﺓ ﺍﻹﻧﻘﻠﻴﺰﻳﺔ,FG+ANG,نعم,لا,لا,ماجستير بحث-ماجستير مهني,أستاذ إنقليزية بالتعليم الإعدادي والثانوي أو السلك المشترك بالجامعة أو بالتكوين المهني+السياحة+المؤسسات الاقتصادية الأجنبية+المنظمات الدولية+البعثات الديبلوماسية+الترجمة
88,الشهادة الوطنية للإجازة,03 سنوات,الآداب واللغات والمراحل التحضيرية الأدبية,ﺍﻟﻠﻐﺔ ﻭﺍﻵﺩﺍﺏ ﻭﺍﳊﻀﺎﺭﺓ ﺍﻹﻧﻘﻠﻴﺰﻳﺔ,FG+ANG,نعم,لا,لا,ماجستير بحث-ماجستير مهني,أستاذ إنقليزية بالتعليم الإعدادي والثانوي أو السلك المشترك بالجامعة أو بالتكوين المهني+السياحة+المؤسسات الاقتصادية الأجنبية+المنظمات الدولية+البعثات الديبلوماسية+الترجمة
89,الشهادة الوطنية للإجازة,03 سنوات,الآداب واللغات والمراحل التحضيرية الأدبية,ﺍﻟﻠﻐﺔ ﻭﺍﻵﺩﺍﺏ ﻭﺍﳊﻀﺎﺭﺓ ﺍﻹﻧﻘﻠﻴﺰﻳﺔ,FG+ANG,نعم,لا,لا,ماجستير بحث-ماجستير مهني,أستاذ إنقليزية بالتعليم الإعدادي والثانوي أو السلك المشترك بالجامعة أو بالتكوين المهني+السياحة+المؤسسات الاقتصادية الأجنبية+المنظمات الدولية+البعثات الديبلوماسية+الترجمة
90,الشهادة الوطنية للإجازة,03 سنوات,الآداب واللغات والمراحل التحضيرية الأدبية,ﺍﻟﻠﻐﺔ ﻭﺍﻵﺩﺍﺏ ﻭﺍﳊﻀﺎﺭﺓ ﺍﻹﻧﻘﻠﻴﺰﻳﺔ,FG+ANG,نعم,لا,لا,ماجستير بحث-ماجستير مهني,أستاذ إنقليزية بالتعليم الإعدادي والثانوي أو السلك المشترك بالجامعة أو بالتكوين المهني+السياحة+المؤسسات الاقتصادية الأجنبية+المنظمات الدولية+البعثات الديبلوماسية+الترجمة
91,الشهادة الوطنية للإجازة,03 سنوات,الآداب واللغات والمراحل التحضيرية الأدبية,ﺍﻟﻠﻐﺔ ﻭﺍﻵﺩﺍﺏ ﻭﺍﳊﻀﺎﺭﺓ ﺍﻹﻧﻘﻠﻴﺰﻳﺔ,FG+ANG,نعم,لا,لا,ماجستير بحث-ماجستير مهني,أستاذ إنقليزية بالتعليم الإعدادي والثانوي أو السلك المشترك بالجامعة أو بالتكوين المهني+السياحة+المؤسسات الاقتصادية الأجنبية+المنظمات الدولية+البعثات الديبلوماسية+الترجمة
92,الشهادة الوطنية للإجازة,03 سنوات,الآداب واللغات والمراحل التحضيرية الأدبية,ﺍﻟﻠﻐﺔ ﻭﺍﻵﺩﺍﺏ ﻭﺍﳊﻀﺎﺭﺓ ﺍﻹﻧﻘﻠﻴﺰﻳﺔ,FG+ANG,نعم,لا,لا,ماجستير بحث-ماجستير مهني,أستاذ إنقليزية بالتعليم الإعدادي والثانوي أو السلك المشترك بالجامعة أو بالتكوين المهني+السياحة+المؤسسات الاقتصادية الأجنبية+المنظمات الدولية+البعثات الديبلوماسية+الترجمة
93,الشهادة الوطنية للإجازة,03 سنوات,الآداب واللغات والمراحل التحضيرية الأدبية,ﺍﻟﻠﻐﺔ ﻭﺍﻵﺩﺍﺏ ﻭﺍﳊﻀﺎﺭﺓ ﺍﻹﻧﻘﻠﻴﺰﻳﺔ,FG+ANG,نعم,لا,لا,ماجستير بحث-ماجستير مهني,أستاذ إنقليزية بالتعليم الإعدادي والثانوي أو السلك المشترك بالجامعة أو بالتكوين المهني+السياحة+المؤسسات الاقتصادية الأجنبية+المنظمات الدولية+البعثات الديبلوماسية+الترجمة
94,الشهادة الوطنية للإجازة,03 سنوات,الآداب واللغات والمراحل التحضيرية الأدبية,ﺍﻟﻠﻐﺔ ﻭﺍﻵﺩﺍﺏ ﻭﺍﳊﻀﺎﺭﺓ ﺍﻹﻧﻘﻠﻴﺰﻳﺔ,FG+ANG,نعم,لا,لا,ماجستير بحث-ماجستير مهني,أستاذ إنقليزية بالتعليم الإعدادي والثانوي أو السلك المشترك بالجامعة أو بالتكوين المهني+السياحة+المؤسسات الاقتصادية الأجنبية+المنظمات الدولية+البعثات الديبلوماسية+الترجمة
95,الشهادة الوطنية للإجازة,03 سنوات,الآداب واللغات والمراحل التحضيرية الأدبية,ﺍﻟﻠﻐﺔ ﻭﺍﻵﺩﺍﺏ ﻭﺍﳊﻀﺎﺭﺓ ﺍﻹﻧﻘﻠﻴﺰﻳﺔ,FG+ANG,نعم,لا,لا,ماجستير بحث-ماجستير مهني,أستاذ إنقليزية بالتعليم الإعدادي والثانوي أو السلك المشترك بالجامعة أو بالتكوين المهني+السياحة+المؤسسات الاقتصادية الأجنبية+المنظمات الدولية+البعثات الديبلوماسية+الترجمة
